,score
531,35.1711952689725
532,24.528769955542966
533,28.775088726414918
534,26.842420058804425
535,20.10287572140963
536,35.16892895891524
537,20.828732559059425
538,23.267253263405237
539,25.475810214700328
540,24.196333964632316
541,30.543759374377522
542,31.2340790531838
543,27.251392929283455
544,18.6104840237084
545,17.99915069105565
546,22.645995618631325
547,26.63819416746066
548,28.406682761063024
549,24.0179840087219
550,25.1567216101777
551,25.823932262705732
552,17.516565428130537
553,28.51195605437668
554,27.113993438420202
555,23.813705324074515
556,20.330535645194534
557,21.385429673434967
558,21.155269804825476
559,22.029448359208814
560,15.951914463972946
561,16.95546696274081
562,18.228285353057075
563,16.89635800812663
564,18.554021022372407
565,14.033764096130518
566,13.077325302539368
567,15.341412076812267
568,14.539915186469297
569,16.822552655677654
570,14.6821620351575
571,12.381358912276843
572,14.351214523984822
573,13.679657612962842
574,16.738997140506118
575,16.138602492278963
576,14.946175083871585
577,13.106484453161027
578,13.226064967511562
579,17.024790239389215
580,17.122565642264664
581,19.943955575317133
582,15.105764978424837
583,16.080230744272928
584,13.10353063957718
585,19.306061542989166
586,23.707485986198545
587,13.05609485896986
588,14.576418894328302
589,14.692794670606409
590,16.0596705192533
591,13.935305374116906
592,12.583260334576124
593,15.142267618918074
594,14.890027319257012
595,21.800749969764855
596,14.926153873675158
597,13.895128770664355
598,13.766295708438804
599,12.197316561657853
600,12.290269291375758
601,10.201888036984633
602,12.52271750595595
603,10.627916720194094
604,10.791360646889213
605,10.26000038713694
606,9.458186214722154
607,17.088541440397197
608,9.287039505458045
609,8.683991151257482
610,10.255697762814412
611,8.98428983761303
612,11.124124507937328
613,16.317870767432357
614,12.341147633681366
615,13.432114291123971
616,12.785675220228496
617,12.360416513424859
618,10.813382407612574
619,11.108450934435734
620,9.755999979448601
621,10.581017271593817
622,9.01312455545123
623,11.027131315589273
624,10.713200405075522
625,8.095759094753166
626,13.113444250950987
627,17.632382452739552
628,17.76372031515206
629,16.080139804485015
630,14.904877292388392
631,12.847896339147448
632,20.91267195593752
633,13.033689578320754
634,14.139766622755355
635,18.382591476582135
636,12.865851971675788
637,11.105022779964143
638,14.395589442020793
639,11.623644216434192
640,10.459614565703266
641,12.404940957417322
642,9.750628139995937
643,12.329303776789308
644,9.249497318689885
645,10.094794261711222
646,13.439341370189846
647,10.585498189650627
648,11.529420213841169
649,15.049201048474943
650,10.068056020003386
651,11.756778407958157
652,14.696973398240956
653,7.811094030131375
654,8.338720911366792
655,6.684620228539557
656,9.778861092917742
657,10.75744841269841
658,7.452065850815851
659,7.980262188347715
660,7.575302405927406
661,7.2743346222014695
662,7.8058979978354985
663,8.426827329594296
664,8.173484701572935
665,10.717417454512285
666,12.572411992625241
667,13.9850123943557
668,12.111745699475962
669,10.360299145299146
670,10.390652039917395
671,11.425570731984779
672,13.101922348484853
673,8.263559757236228
674,8.705438994438353
675,9.704879528366368
676,9.40153063944218
677,10.341097441206136
678,8.81335483595352
679,13.620959509028028
680,10.888357648099028
681,13.44815751341022
682,10.060810191646585
683,8.254468454085991
684,7.448230052786401
685,7.123519742581597
686,11.501914181610877
687,8.456073579316367
688,6.006208171774169
689,5.320484668986596
690,8.7684614853853
691,7.066939832827992
692,6.897735576278968
693,5.826021825396825
694,9.229447362278243
695,7.599099112661081
696,9.290663538162732
697,6.914099773474773
698,6.332634137646832
699,4.114295425488201
700,4.887996445912237
701,4.669045719731018
702,4.146162067099567
703,4.6470082797104855
704,3.578062733302188
705,3.1534485396251455
706,4.01866376335223
707,3.0594354820188827
708,3.35458795805158
709,3.3906182236445392
710,3.3192372324109143
711,3.525877681346431
712,3.010119060892867
713,2.82939210312487
714,3.5705388488543965
715,3.0299520423242208
716,3.5291079384193704
717,3.0904638483285507
718,4.013716060390564
719,4.837149387968354
720,2.7654203211662884
721,4.489134456342592
722,3.414290755622841
723,4.2251376604572535
724,3.053017106638093
725,3.668571528874133
726,2.7848894005604534
727,3.453578936078935
728,3.1828323013888022
729,4.127468106723629
730,3.9979135267467307
731,3.0723610023507426
732,3.4544756479666963
733,3.0902365120501094
734,3.5280904530219512
735,3.8171774039650046
736,3.4856466966941113
737,3.1162359642299164
738,3.180489506761576
739,3.242738074227368
740,2.636069539799441
741,3.1438825543765545
742,3.918450919226
743,3.835810513567211
744,3.9778515149919342
745,3.6144487645769843
746,3.805123195510262
747,3.592406438138092
748,3.7125292028595376
749,3.8794126799728463
750,3.9002257914856746
751,4.5168267012643915
752,3.86156429614056
753,4.694211586606164
754,5.138693181818181
755,7.359804609932443
756,7.674469696969696
757,7.365427304291052
758,6.432702488553004
759,10.45260476715631
760,7.021765145828685
761,9.163753236810637
762,11.367183447020263
763,7.622802063148674
764,7.013826775579492
765,17.20402121321623
766,13.247362880175382
767,11.061584606276739
768,10.821552130420667
769,13.349354437871444
770,13.452021731223859
771,16.103526792032035
772,11.770912026342966
773,12.538056854944877
774,17.383137510675777
775,16.115016318896767
776,13.912301389975138
777,23.75247549723117
778,20.69014167075363
779,20.92918715162833
780,17.136803196803196
781,12.348819821017187
782,12.788979805905406
783,15.9428776683087
784,17.99180041625901
785,14.332768364438131
786,22.990509565509566
787,18.939461961797488
788,17.393274717172748
789,12.556189865809289
790,13.780613766227138
791,17.916385965028486
792,18.06698552384691
793,23.29870055711158
794,31.944447366313245
795,12.636249218799378
796,18.567402463620788
797,21.706511508299364
798,13.060556556548903
799,14.671100633767049
800,16.032194908643653
801,11.461519265036545
802,19.560880583425416
803,17.75843116059608
804,9.466004734603466
805,19.508419511454488
806,28.659280521143188
807,20.250810951326965
808,16.730427509012507
809,18.153103710965933
810,14.399481165642582
811,13.399363350733573
812,20.756149723237108
813,19.108912593735095
814,19.03990699593347
815,23.690125045574803
816,10.80961982396088
817,14.37754735070654
818,31.468186002110635
819,17.16353688089565
820,13.74871047535249
821,16.601735021737653
822,18.688588142591115
823,12.351690666563828
824,14.894482847095487
825,18.137333607157178
826,11.869508886281231
827,8.047138585155166
828,13.079070052997189
829,7.289637310153614
830,9.339756453760673
831,6.739096686874501
832,7.3023284309393235
833,10.591336052964005
834,8.097123893088854
835,14.432780038497892
836,9.706964436503036
837,11.994504379160178
838,13.619969428018608
839,10.186465490440211
840,11.003894991780623
841,11.010493349229087
842,12.781422597122441
843,16.749216508830855
844,10.599751751839202
845,9.564299737086069
846,12.609907825334272
847,9.634796469787426
848,9.095971835798098
849,11.365559293651522
850,10.23768989681676
851,11.09021719608531
852,12.274335012458616
853,8.774050779958802
854,11.54801441907225
855,11.994279583225792
856,11.478775075190466
857,10.045202092937354
858,10.442026350085083
859,10.084796198509675
860,13.081491839653332
861,10.007855128064897
862,10.512138514886939
863,8.800536172161172
864,7.994740051670411
865,10.420858992989
866,12.684338858121817
867,18.879542872996595
868,14.913118574635
869,14.14864592687778
870,15.765864663196316
871,19.14082065883323
872,12.826299232941995
873,11.608959880397379
874,10.273256534142645
875,17.455542733862945
876,11.936190650050962
877,9.170757675207703
878,9.367754093253893
879,9.918026087685602
880,10.896536405262509
881,9.158193789180617
882,15.388775213148625
883,10.927308955694643
884,19.43954554695217
885,10.853721869918225
886,13.009588821873733
887,11.152657027693452
888,17.72663453356298
889,12.55564100371943
890,11.9082980553964
891,17.33045519341161
892,21.14141968069177
893,14.807050098590596
894,14.090248065886028
895,16.851960645317295
896,14.574578197292157
897,10.973602742696716
898,15.580321928006656
899,9.55182852015371
900,9.677385421969685
901,10.347760057571397
902,13.763649977981277
903,10.16379698385636
904,13.522065935803457
905,9.77525643421664
906,12.416219372271868
907,14.521123393773296
908,12.385673464558451
909,12.74770859805095
910,11.776748762076553
911,12.191350196282851
912,11.282290383262664
913,9.378719913030288
914,7.275482599898255
915,8.637645179250539
916,8.232765145624008
917,7.3249011994769955
918,8.060330440338255
919,7.573218231487018
920,6.324496158579579
921,6.651565853490973
922,6.933885805291212
923,8.389862064322639
924,7.566100275580714
925,7.505879291953777
926,6.0375227729204015
927,7.19139366202371
928,13.529953294810708
929,10.63776235426306
930,9.276656379917457
931,9.137047455497658
932,10.501914970224345
933,7.9219710386598425
934,7.431854686797123
935,6.596962926986022
936,6.249807763853446
937,7.368397210937188
938,8.423814341367121
939,6.2992917838969635
940,7.772476490540955
941,6.485030230503103
942,5.434080042462395
943,6.17132170046914
944,5.3926732231343815
945,5.163839202007463
946,4.166458295177046
947,5.755340571543303
948,5.3180902777777765
949,3.66185689576834
950,4.310473377252796
951,4.473484848484848
952,3.5822622923574
953,4.2898435231254695
954,4.047050280364257
955,3.6103007756132754
956,3.578523339651952
957,4.596189945049406
958,4.070825129171902
959,3.043361508957507
960,3.5893504304199975
961,5.163251586519776
962,4.726362463001396
963,4.449097267316017
964,4.886418026418026
965,4.319552341532531
966,4.061983203200307
967,6.396185462291846
968,4.331236363274405
969,4.658386850218747
970,3.6479758089133085
971,5.2222211181616425
972,4.556732509095593
973,5.460714574597176
974,3.1939521194856564
975,5.437255448099889
976,6.2458783877273
977,4.787231296800545
978,4.197850586913087
979,4.100290542790543
980,4.305155651340996
981,5.475808027756555
982,5.184046474358976
983,4.594892316017317
984,5.697673395445134
985,6.975653682361
986,8.059494619963369
987,6.627891983495433
988,8.66223214285714
989,6.798355186480187
990,5.898771488173661
991,6.886903709716211
992,9.362409090909088
993,6.681623168498165
994,5.731443286245918
995,8.059201837568118
996,6.43148042929293
997,5.994850277686291
998,7.765488053613054
999,5.224158341658342
1000,4.89853133367607
1001,8.14224156873828
1002,5.325396489395411
1003,4.131106417477385
1004,7.000740752303251
1005,5.245697033023249
1006,5.229536949611306
1007,5.513219064356676
1008,5.906478515017119
1009,6.27344702811808
1010,5.670275974025974
1011,7.002093915559065
1012,5.2856040487290485
1013,7.276533338393633
1014,6.000187717375216
1015,6.246826114694796
1016,6.712315260449658
1017,3.940725015542614
1018,3.906115585747538
1019,5.20062552213868
1020,3.4338327865120375
1021,3.2817767112873613
1022,4.127052827752789
1023,3.6537854167109476
1024,3.5607383166584023
1025,4.122959451545873
1026,3.572842896482602
1027,4.277368990658464
1028,6.77746809020424
1029,10.12752622980884
1030,8.141009799024506
1031,7.634206175019187
1032,6.623725608026304
1033,5.418652684189448
1034,9.118957141805348
1035,7.937685931204089
1036,9.192376687227608
1037,7.145851715236686
1038,7.866277029751294
1039,5.931757941049737
1040,6.711561150879608
1041,7.865845697324355
1042,7.98559836016222
1043,8.654925840757732
1044,9.70183019287275
1045,10.03634455766392
1046,11.555586723647867
1047,7.207969276593933
1048,17.487574579626532
1049,11.935136192103158
1050,15.487556260848391
1051,14.09652791069378
1052,11.31916250889244
1053,10.689086747705316
1054,16.705643477336974
1055,10.562396871158212
1056,9.06156531027788
1057,14.665389225836222
1058,9.613438431900494
1059,19.40914369239934
1060,18.09547135054488
1061,20.622304804748374
1062,20.583173797392323
1063,18.893942769842724
1064,17.640124973105873
1065,13.947954533138873
1066,16.52106989391075
1067,14.09609737257999
1068,12.790391288232298
1069,9.828719625061787
1070,8.695995218678489
1071,8.870166113907954
1072,19.26282010491389
1073,11.39107163549536
1074,10.006629216125425
1075,15.600852300728207
1076,9.60160121876692
1077,11.528903071081249
1078,11.8539701911688
1079,7.7111375616379085
1080,10.250378569264385
1081,7.476465580482802
1082,9.661852251591673
1083,7.731550511847646
1084,8.09117287518225
1085,6.818413186103582
1086,7.739169027497151
1087,7.040118410721595
1088,7.607191161872768
1089,9.078634976428088
1090,12.486313009505848
1091,10.498354805544519
1092,8.165486811997246
1093,9.7219391176619
1094,15.425023578104362
1095,18.234729342093683
1096,21.78163167469113
1097,17.548496690630806
1098,26.0047430510335
1099,19.148712868107904
1100,27.88905372568002
1101,26.535562877373344
1102,34.0197670448426
1103,26.744248269881176
1104,44.27878160463875
1105,32.04458775048481
1106,41.111010855820666
1107,25.258703126540624
1108,34.386549958648814
1109,33.01293957140023
1110,29.038340935505786
1111,22.156989713975925
1112,22.423939937465697
1113,38.01185677321291
1114,36.75005190622034
1115,33.72486813721017
1116,35.40033287641328
1117,33.37080800224311
1118,30.27462738989328
1119,37.24572890516485
1120,29.322405017107258
1121,30.855751020621412
1122,28.713695370913225
1123,36.56448104082921
1124,42.07221361491764
1125,24.46720375631402
1126,35.031079286467275
1127,29.531753263173055
1128,32.13279519086517
1129,25.197259598008067
1130,22.16289751105755
1131,20.853066061628734
1132,32.20333474664356
1133,33.640290621330635
1134,24.92834464518182
1135,23.557083846288972
1136,22.947174078630415
1137,33.24306570096728
1138,34.88264258656412
1139,44.89544289697717
1140,35.27828890306412
1141,26.52677533873065
1142,32.95755666771222
1143,22.16839676967352
1144,22.72352020516818
1145,26.47286688242183
1146,16.02286909951432
1147,18.650275997981115
1148,14.71849044882082
1149,21.5052802480245
1150,16.6388590985105
1151,18.266324784575833
1152,13.146506887584096
1153,12.694671871742429
1154,28.57061561762729
1155,22.888833029880374
1156,21.338443024863682
1157,14.984007428437577
1158,15.971680340753032
1159,18.813327749134245
1160,19.361794234821733
1161,14.838813921758002
1162,10.475438932745996
1163,25.813853987893534
1164,18.87641367842683
1165,19.406687684968777
1166,16.639529407701563
1167,16.591805098879682
1168,15.572855769966262
1169,13.770124669301584
1170,12.486207898186354
1171,9.705409215043213
1172,20.940203649042616
1173,16.49388378903375
1174,19.54432148617636
1175,23.950172299868974
1176,12.561909785741799
1177,13.266471622880006
1178,14.963825658005183
1179,10.219289528090433
1180,9.900157602839224
1181,20.90838004699176
1182,12.562648024351557
1183,15.89163252068367
1184,15.866611202730194
1185,15.915863763733762
1186,17.326383284070786
1187,13.146554873067611
1188,10.56181050626993
1189,11.015019918808216
1190,12.749962848292686
1191,11.910799213466987
1192,18.850293248359492
1193,10.921228448900674
1194,15.627314189477016
1195,14.370132584732753
1196,18.35479832119914
1197,13.388180196043317
1198,12.820203216499287
1199,11.19883540314836
1200,13.384457512221095
1201,9.723719301900385
1202,11.99763682627201
1203,13.788185922538059
1204,12.242268603805565
1205,14.667859466505242
1206,12.09679792263613
1207,10.395459795908684
1208,10.083517858096636
1209,11.189730952373855
1210,10.718557444618845
1211,10.15032234025183
1212,8.798777607682133
1213,7.675312505404263
1214,8.376688083507123
1215,11.328634518098895
1216,12.984146408770542
1217,9.322355832346435
1218,8.60548128431544
1219,9.365765066266183
1220,9.912034515828353
1221,7.676739182872919
1222,10.321041871223724
1223,10.04454070607732
1224,7.665860579540166
1225,8.49770303329684
1226,6.95206386444679
1227,6.9987089108880856
1228,7.9855812424050905
1229,5.671450988431251
1230,5.420927757922115
1231,5.802899015339982
1232,5.850645735244452
1233,4.551957541584616
1234,4.980207757627131
1235,5.048622201074787
1236,4.711175851925852
1237,4.2210518914723725
1238,4.596715242486982
1239,4.399404738874368
1240,4.238459792055061
1241,4.285474074536576
1242,4.374382563078685
1243,5.572403956037893
1244,5.766874006519866
1245,4.109602788846049
1246,4.525805125088763
1247,4.112242079217665
1248,3.878330434621085
1249,5.283424564551629
1250,5.518984026493231
1251,6.227614091844202
1252,4.711118553560493
1253,4.757679485861787
1254,4.340362257183591
1255,4.549653095746845
1256,5.201116959429459
1257,4.765038341732227
1258,3.7057914032762462
1259,3.057138651201066
1260,3.5211171157871157
1261,6.587391941677043
1262,3.5392292859400856
1263,3.725342869783185
1264,4.5494607630931165
1265,4.043980358092201
1266,4.4157106387877745
1267,4.628020011034716
1268,4.72809613997114
1269,3.139548152100101
1270,4.917639436157239
1271,4.563825757575757
1272,4.413398583513672
1273,4.673684930397117
1274,4.483328452593158
1275,3.558323412698412
1276,3.938277678096757
1277,4.843851628604141
1278,3.556659158932273
1279,3.98875
1280,4.446434398934398
1281,3.3996794452126595
1282,3.2388502772423315
1283,3.92670585541909
1284,3.9229382167540066
1285,3.7763614972816604
1286,3.9877354745566436
1287,3.482071630225811
1288,3.533924208144797
1289,3.5347779304029316
1290,4.508272661673259
1291,3.65691802087
1292,5.4160398629148645
1293,5.394351090485602
1294,3.8803576815341505
1295,5.389992483434259
1296,4.449718749173083
1297,4.206582801365218
1298,4.567420201841896
1299,4.068606286299597
1300,4.062315437542611
1301,3.720548542683268
1302,4.873812593878132
1303,5.2137754896684525
1304,5.819652113237639
1305,6.753557180263839
1306,5.330294485156433
1307,7.651535099718149
1308,7.022617196723304
1309,6.725279416831769
1310,11.181061945615035
1311,9.751650593875992
1312,5.7743928732086625
1313,5.929103754686513
1314,7.793528447965789
1315,7.90860311589557
1316,9.508380525946317
1317,10.464145876053774
1318,6.605096618357489
1319,5.967703745529833
1320,7.342598026724625
1321,10.49696427862643
1322,9.045966146054381
1323,6.342071440589032
1324,11.87957993642136
1325,17.92770001861552
1326,17.44578376159947
1327,16.451153499278497
1328,16.601986190892443
1329,11.728128449465757
1330,24.071815775938166
1331,13.954958903798586
1332,15.656417957055432
1333,15.513512054431075
1334,18.461887240546904
1335,16.92694698563939
1336,20.178635015383954
1337,21.938094129043723
1338,12.95962189840992
1339,10.887525200655327
1340,9.598933262892746
1341,14.31804254893144
1342,18.448990127320823
1343,13.942517103766276
1344,15.511891777747246
1345,11.579727263775348
1346,13.450952221854909
1347,16.91367775292199
1348,10.805224642102823
1349,14.948424497628334
1350,19.83980039680054
1351,15.760792918034992
1352,16.04370159511706
1353,18.52070076308335
